X,X35p.u_35r.u_b,X35p.u_30r.u_b,X35p.u_25r.u_b,X35p.u_20r.u_b,X35p.u_15r.u_b,X35p.u_10r.u_b,X35p.u_05r.u_b,X30p.u_35r.u_b,X30p.u_30r.u_b,X30p.u_25r.u_b,X30p.u_20r.u_b,X30p.u_15r.u_b,X30p.u_10r.u_b,X30p.u_05r.u_b,X25p.u_35r.u_b,X25p.u_30r.u_b,X25p.u_25r.u_b,X25p.u_20r.u_b,X25p.u_15r.u_b,X25p.u_10r.u_b,X25p.u_05r.u_b,X20p.u_35r.u_b,X20p.u_30r.u_b,X20p.u_25r.u_b,X20p.u_20r.u_b,X20p.u_15r.u_b,X20p.u_10r.u_b,X20p.u_05r.u_b,X15p.u_35r.u_b,X15p.u_30r.u_b,X15p.u_25r.u_b,X15p.u_20r.u_b,X15p.u_15r.u_b,X15p.u_10r.u_b,X15p.u_05r.u_b,X10p.u_35r.u_b,X10p.u_30r.u_b,X10p.u_25r.u_b,X10p.u_20r.u_b,X10p.u_15r.u_b,X10p.u_10r.u_b,X10p.u_05r.u_b,X05p.u_35r.u_b,X05p.u_30r.u_b,X05p.u_25r.u_b,X05p.u_20r.u_b,X05p.u_15r.u_b,X05p.u_10r.u_b,X05p.u_05r.u_b,X35p.u_35r.d_b,X35p.u_30r.d_b,X35p.u_25r.d_b,X35p.u_20r.d_b,X35p.u_15r.d_b,X35p.u_10r.d_b,X35p.u_05r.d_b,X30p.u_35r.d_b,X30p.u_30r.d_b,X30p.u_25r.d_b,X30p.u_20r.d_b,X30p.u_15r.d_b,X30p.u_10r.d_b,X30p.u_05r.d_b,X25p.u_35r.d_b,X25p.u_30r.d_b,X25p.u_25r.d_b,X25p.u_20r.d_b,X25p.u_15r.d_b,X25p.u_10r.d_b,X25p.u_05r.d_b,X20p.u_35r.d_b,X20p.u_30r.d_b,X20p.u_25r.d_b,X20p.u_20r.d_b,X20p.u_15r.d_b,X20p.u_10r.d_b,X20p.u_05r.d_b,X15p.u_35r.d_b,X15p.u_30r.d_b,X15p.u_25r.d_b,X15p.u_20r.d_b,X15p.u_15r.d_b,X15p.u_10r.d_b,X15p.u_05r.d_b,X10p.u_35r.d_b,X10p.u_30r.d_b,X10p.u_25r.d_b,X10p.u_20r.d_b,X10p.u_15r.d_b,X10p.u_10r.d_b,X10p.u_05r.d_b,X05p.u_35r.d_b,X05p.u_30r.d_b,X05p.u_25r.d_b,X05p.u_20r.d_b,X05p.u_15r.d_b,X05p.u_10r.d_b,X05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,X35p.u_r.nc_b,X30p.u_r.nc_b,X25p.u_r.nc_b,X20p.u_r.nc_b,X15p.u_r.nc_b,X10p.u_r.nc_b,X05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder,party,repub,pte,cte,ptae,ctae,sdo,ptez,ctez,ptaez,ctaez,sdoz,pid,poor_angerz,poor_disgustz,poor_compz,poor_envyz,rich_angerz,rich_disgustz,rich_compz,rich_envyz,trump_overallz,trump_covidz,t1_weight,t1_weightz,t2_weight,t2_weightz,t3_weight,t3_weightz,t4_weight,t4_weightz,money_burning,money_burningz,free_rich,free_richz,bern_min_bid,bern_min_bidz
156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,1,6,1,1,1,1,1,1,90,10,1,1,1,1,1,1,2,5,5,1,1,5,1,5,5,1,3,"In my opinion, any policy that increases the wealth of the poor or decreases the wealth of the rich is a good policy. I think there should be a cap on income and all Billionaires should have to redistribute their wealth. Jeff Bezos is a great example of everything wrong with capitalism. He does nothing but exploit cheap labor to further his personal wealth. I don't care how many jobs he creates if those jobs pay shit and treat it's employees like cattle. Unfortunately,that is basic protocol for most billionaries these days. /  / Theres an old saying "" Capitalism: Teach a man to fish, but the fish he catches aren't his. They belong to the person paying him to fish, and if he's lucky, he might get paid enough to buy a few fish for himself."" /  / I am just completely fed up with the state of affairs. The US spends hundreds of billions of dollars a year, but we can't afford UBI or universal healthcare? Ok, sure. Croney Capitalism HAS to end. / ",1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,33,1,9,1,1,1,2,1,45,NA,1,1,8,Dem,0,1.25,7,1.25,6.75,1.1875,-1.006756182,1.214648088,-1.2104079,0.908269389,-1.301053007,149,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.865985402,1.781543111,-0.826843852,0.314518858,-1.348442409,-0.941203031,1,1.198442705,1,0.644609658,1,0.780281204,1,1.054518834,1,1.813546689,0,-0.663472675,5,1.836790531
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,NA,5,6,5,6,7,6,7,1,70,30,1,1,0,1,1,7,7,5,5,5,4,5,4,5,4,5,4,we are assessing the hypothetical political policies to the factors were you considering about thinking to the deciding to vote for election ,1,7,7,7,6,2,1,2,1,2,7,6,7,6,1,2,1,2,1,62,2,8,4,1,3,1,NA,46,NA,1,1,1,Dem,0,6.75,6.5,6.5,6.5,4.0625,1.915975851,0.812452354,1.626512335,0.712311405,0.89819963,150,2.716319944,2.080217973,1.098314526,1.898973832,1.865985402,1.086270923,2.301933284,1.083704875,1.240567017,1.208683621,1,1.198442705,1,0.644609658,0.952380952,0.6445054,0.476190476,-0.215287448,0.142857143,-0.398962119,1,2.054307987,1,0.195104066
158,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,7,7,5,4,4,4,4,1,60,40,1,1,1,1,1,6,6,5,5,1,1,5,1,1,1,1,4,"Any economic policy that favors the poor without the rich taking a fall for it, or if the fall is trivial. I mostly preferred a win-win approach for all. But when I was faced with a dilemma, I would choose the poor over the rich because the rich  have a cushion against any adverse effects.",1,3,6,7,7,5,7,2,2,7,6,7,7,7,2,6,3,6,1,29,2,7,3,3,5,1,NA,45,NA,1,1,6,Dem,0,5.75,2.75,6.75,3.75,5.5,1.384570027,-2.204015654,1.761603775,-1.443226416,1.997825948,151,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.994990595,-0.99954564,-0.826843852,1.083704875,0.809065446,0.77870629,0.666666667,0.398999019,0.952380952,0.488560129,0.380952381,-0.984804251,0.047619048,-1.25421986,0,-0.767713587,0,-0.663472675,0,-0.21531755
159,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,5,5,5,3,5,3,NA,4,1,65,35,1,1,1,1,1,5,6,5,4,1,1,4,1,1,1,2,4,I dontthink we should have to take away from the rich. but I feel we need to give poor the best policies that help them.,1,2,2,2,2,2,5,2,6,4,3,6,3,4,1,2,2,4,2,51,1,1,4,5,5,4,2,NA,2,1,1,9,Rep,1,2,3.75,4,5.75,3.125,-0.608201814,-1.399624185,0.275597937,0.124437454,0.181052031,152,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,-0.044649568,1.083704875,0.377563875,0.77870629,0,-1.199888354,0.952380952,0.488560129,0,-2.071010685,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
160,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,2,7,2,2,2,2,2,1,90,10,0,1,1,1,1,1,1,5,5,5,1,5,1,5,5,1,1,How it would benefit the American people.  ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,28,6,5,2,2,2,1,NA,48,NA,1,1,5,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,153,2.716319944,-0.613834812,1.098314526,-0.547747684,1.865985402,1.781543111,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0.047619048,-1.085682113,0.904761905,0.3325106,1,0.780281204,1,1.054518834,0,-0.767713587,0,-0.663472675,5,1.836790531
161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,26,5,5,2,4,2,2,3,1,75,25,1,1,0,1,1,3,3,3,2,1,1,2,2,3,4,1,1,If it helps the overall population or not. Especially those who are less fortunate compared to those who are well off.,1,2,4,4,3,2,1,2,1,2,1,2,2,2,1,1,1,1,1,34,4,10,5,4,5,2,2,NA,2,1,1,6,Rep,1,3.25,6.5,1.75,7,1.875,0.056055467,0.812452354,-0.940225021,1.104227373,-0.775144767,154,-0.617105696,-0.613834812,-1.483178459,0.267826155,0.435497403,1.086270923,-0.826843852,-1.223853175,-0.485439267,-0.511225701,1,1.198442705,1,0.644609658,1,0.780281204,1,1.054518834,0,-0.767713587,0,-0.663472675,0,-0.21531755
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,3,7,7,1,4,4,4,1,90,10,1,1,1,1,1,1,1,5,5,1,1,5,1,3,4,1,3,"I was considering how much it would bring the poor up, and sometimes at what cost to the rich (the ""job creators"") and tried to balance it. If it was too detrimental to the rich, and the factor of raising the poor's wealth wasn't high enough, I wouldn't approve of the policy. ",1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,33,1,6,2,2,1,1,NA,49,NA,1,1,7,Dem,0,1.25,6.5,1,7,1.1875,-1.006756182,0.812452354,-1.34549934,1.104227373,-1.301053007,155,-0.617105696,-0.613834812,1.098314526,-0.547747684,0.435497403,1.086270923,-0.826843852,0.314518858,-1.348442409,-1.371180361,0.238095238,-0.628857149,1,0.644609658,1,0.780281204,0.428571429,-0.330724383,0,-0.767713587,0,-0.663472675,4,1.426368915
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,7,5,5,1,1,1,1,1,100,0,0,1,1,1,1,1,1,5,5,2,1,4,1,1,1,1,1,Basically I was factoring in the fact that the rich is really losing nothing compared to the poor.  So them losing in any amount really isn't that big of a deal since they are already rich as oppose to a poor person where even $5 can make a change in thier life. ,1,1,1,1,1,1,1,2,1,1,1,7,1,7,1,1,1,1,2,34,2,6,4,5,1,1,NA,45,NA,1,1,7,Dem,0,1,7,4,7,1.75,-1.139607638,1.214648088,0.275597937,1.104227373,-0.870764447,156,0.216250714,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0,-1.199888354,0,-2.632430451,0.904761905,0.508729596,1,1.054518834,0.857142857,1.444795221,0,-0.663472675,-2,-1.036160783
164,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,NA,2,2,3,3,4,4,6,1,70,30,0,1,1,1,0,2,1,4,4,1,1,4,1,1,1,3,3,"I did not want to decrease the wealth of rich people by very much. I was uncomfortable with the wealth of rich people increasing by a lot, even if the wealth of poor people also increased. ",1,1,1,1,1,2,1,2,1,1,1,3,2,5,1,2,2,2,2,61,1,1,2,1,3,1,NA,45,NA,1,1,8,Dem,0,1,6.75,2.75,6.25,1.6875,-1.139607638,1.013550221,-0.399859262,0.516353421,-0.918574287,157,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,0.737544716,0.314518858,-0.916940838,-1.371180361,0,-1.199888354,0.666666667,-0.447737045,0.285714286,-1.256355859,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,14,1,1,1,1,1,1,1,1,50,50,1,1,0,0,0,7,7,4,3,1,1,3,1,1,1,1,3,"fairness, not taking from one to benefit another",1,6,7,7,7,4,7,2,6,6,7,7,7,7,7,7,7,1,1,56,1,15,7,7,7,3,NA,NA,7,1,1,4,Rep,1,6.75,2.25,7,2.5,6.25,1.915975851,-2.606211388,1.896695214,-2.423016335,2.571544027,158,-0.617105696,-0.613834812,-0.622680797,-0.547747684,-0.994990595,-0.99954564,-0.826843852,0.314518858,1.240567017,1.208683621,1,1.198442705,1,0.644609658,0.047619048,-1.93523488,0,-1.369656795,0,-0.767713587,1,2.054307987,0,-0.21531755
166,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,5,6,6,4,4,7,5,1,90,10,1,1,0,1,1,1,1,4,3,1,1,1,1,3,3,1,1,"I was thinking about how to even the gap a bit, but not necessarily take away so much from the rich. A lot of people have worked hard for their money or have been smart enough to figure out how to invest, I don't think it is necessarily right to decrease their income. ",1,1,1,5,1,1,1,2,1,1,3,2,3,3,1,3,3,3,2,37,1,14,2,1,5,1,NA,48,NA,1,1,4,Dem,0,2,7,2.75,5.5,2.0625,-0.608201814,1.214648088,-0.399859262,-0.07152053,-0.631715248,159,-0.617105696,-0.613834812,-2.34367612,-0.547747684,0.435497403,0.390998736,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0,-1.199888354,0.619047619,-0.603786574,0.80952381,0.237177987,0,-1.369656795,0,-0.767713587,0,-0.663472675,1,0.195104066
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,NA,2,4,7,1,1,2,2,1,95,5,1,1,1,1,1,1,1,4,3,1,1,3,1,5,5,1,1,"If it benefited the poor and didn't give the rich too much of a boost. It's all about percentages, so they're not equal gains.",1,6,5,5,7,6,1,2,7,2,1,1,1,1,3,1,2,1,1,38,1,6,2,2,1,1,NA,44,NA,1,1,7,Dem,0,5.75,4,1,6.25,3.125,1.384570027,-1.198526318,-1.34549934,0.516353421,0.181052031,160,-0.617105696,-0.613834812,-0.622680797,-0.547747684,1.865985402,1.781543111,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0.142857143,-0.857269631,1,0.644609658,1,0.780281204,1,1.054518834,0,-0.767713587,0,-0.663472675,2,0.605525682
168,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,NA,5,5,4,4,4,4,4,1,80,20,0,1,1,1,1,1,1,4,4,1,1,4,1,3,3,3,3,How much benefit versus loss each would be getting,1,3,3,3,3,2,2,2,5,3,2,3,3,3,3,3,3,2,2,24,1,8,2,2,2,1,NA,47,NA,1,1,4,Dem,0,3,5,2.75,5.25,2.875,-0.076795989,-0.394134849,-0.399859262,-0.267478514,-0.010187329,161,-0.617105696,-0.613834812,0.237816864,-0.547747684,0.435497403,0.390998736,0.737544716,0.314518858,-1.348442409,-1.371180361,0,-1.199888354,0.904761905,0.3325106,0.761904762,0.101402183,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,NA,6,6,1,1,1,2,2,1,90,10,1,1,1,1,1,4,4,4,3,1,1,1,1,1,1,4,1,I was thinking about average financial people in the united states and how they are affected now and how the policy would help them. ,1,5,4,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,23,2,3,4,4,4,1,NA,47,NA,1,1,5,Dem,0,3.75,5.5,2,6,2.5625,0.321758379,0.008060885,-0.805133581,0.320395438,-0.249236528,162,-0.617105696,-0.613834812,-2.34367612,-0.547747684,-0.994990595,-0.99954564,1.519739,-1.223853175,-0.053937696,-0.08124837,1,1.198442705,1,0.644609658,0.761904762,0.101402183,0,-1.369656795,0,-0.767713587,0.857142857,1.666053607,0,-0.21531755
170,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,NA,4,5,6,4,3,3,5,1,90,10,1,0,1,0,0,5,6,4,2,3,2,5,5,4,2,3,4,how much they would effect people ,1,5,3,4,5,5,5,2,2,3,4,3,3,5,6,5,4,4,1,22,1,2,4,4,4,2,1,46,NA,1,1,6,Dem,0,4.25,4.25,3.75,3.25,4.125,0.587461291,-0.997428451,0.140506497,-1.835142384,0.94600947,163,1.049607124,0.284182783,1.098314526,2.71454767,1.150741403,-0.304273452,0.737544716,1.083704875,0.377563875,0.77870629,0.666666667,0.398999019,0.476190476,-1.071935161,0.19047619,-1.527907468,0.142857143,-1.023345991,0,-0.767713587,0.142857143,-0.275218295,1,0.195104066
171,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,6,2,4,3,1,4,4,1,65,35,1,0,1,0,0,1,1,4,3,1,1,4,1,2,1,2,3,I considered whether the poor were helped and whether the drawdown on the rich was too severe.,1,2,3,3,2,2,4,2,2,2,4,3,5,4,1,2,1,4,1,44,1,1,4,5,5,1,NA,47,NA,1,1,8,Dem,0,2.5,5.5,4,6,2.75,-0.342498901,0.008060885,0.275597937,0.320395438,-0.105807009,164,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.279746596,-0.99954564,-0.044649568,0.314518858,-1.348442409,-1.371180361,0.047619048,-1.085682113,0.952380952,0.488560129,0.904761905,0.508729596,0.142857143,-1.023345991,0,-0.767713587,0,-0.663472675,-4,-1.857004015
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,NA,4,7,7,2,1,4,3,1,95,5,0,1,1,1,1,1,1,5,5,1,1,5,1,2,4,1,1,"The most important factor to me was increasing the wealth of the poor and, secondly, decreasing the wealth of the rich.",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,50,1,7,1,1,1,1,NA,49,NA,1,1,5,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,165,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.279746596,1.086270923,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0.047619048,-1.085682113,0,-2.632430451,0.857142857,0.372953791,0.857142857,0.70820803,0.428571429,0.338540817,0,-0.663472675,3,1.015947298
173,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NA,7,5,4,6,1,4,1,1,90,10,1,1,1,1,0,1,1,5,5,1,1,5,1,2,5,1,1,How balanced it was and how much more the poor got.,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,66,1,5,4,4,4,2,1,45,NA,1,1,3,Dem,0,1,7,1.25,7,1.0625,-1.139607638,1.214648088,-1.2104079,1.104227373,-1.396672686,166,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.279746596,1.781543111,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0,-1.199888354,0.428571429,-1.22798469,0.952380952,0.6445054,0.904761905,0.823644964,0.142857143,-0.398962119,0,-0.663472675,-2,-1.036160783
174,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,3,7,7,3,3,4,6,1,80,20,1,1,1,1,1,1,1,5,5,1,1,5,1,5,5,1,2,If the poor were helped far more than the rich.  If the poor was helped and was a decrease in the rich then it would be more fair.  If the rich received the same amount of increase or more then it was a no.,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,41,1,1,4,4,4,2,1,43,NA,1,1,9,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,167,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.865985402,1.781543111,-0.826843852,-0.454667158,-1.348442409,-1.371180361,0,-1.199888354,0.619047619,-0.603786574,1,0.780281204,1,1.054518834,1,1.813546689,0,-0.663472675,4,1.426368915
