V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q42,Q3,Q103,35p.u_35r.u_b,35p.u_30r.u_b,35p.u_25r.u_b,35p.u_20r.u_b,35p.u_15r.u_b,35p.u_10r.u_b,35p.u_05r.u_b,30p.u_35r.u_b,30p.u_30r.u_b,30p.u_25r.u_b,30p.u_20r.u_b,30p.u_15r.u_b,30p.u_10r.u_b,30p.u_05r.u_b,25p.u_35r.u_b,25p.u_30r.u_b,25p.u_25r.u_b,25p.u_20r.u_b,25p.u_15r.u_b,25p.u_10r.u_b,25p.u_05r.u_b,20p.u_35r.u_b,20p.u_30r.u_b,20p.u_25r.u_b,20p.u_20r.u_b,20p.u_15r.u_b,20p.u_10r.u_b,20p.u_05r.u_b,15p.u_35r.u_b,15p.u_30r.u_b,15p.u_25r.u_b,15p.u_20r.u_b,15p.u_15r.u_b,15p.u_10r.u_b,15p.u_05r.u_b,10p.u_35r.u_b,10p.u_30r.u_b,10p.u_25r.u_b,10p.u_20r.u_b,10p.u_15r.u_b,10p.u_10r.u_b,10p.u_05r.u_b,05p.u_35r.u_b,05p.u_30r.u_b,05p.u_25r.u_b,05p.u_20r.u_b,05p.u_15r.u_b,05p.u_10r.u_b,05p.u_05r.u_b,35p.u_35r.d_b,35p.u_30r.d_b,35p.u_25r.d_b,35p.u_20r.d_b,35p.u_15r.d_b,35p.u_10r.d_b,35p.u_05r.d_b,30p.u_35r.d_b,30p.u_30r.d_b,30p.u_25r.d_b,30p.u_20r.d_b,30p.u_15r.d_b,30p.u_10r.d_b,30p.u_05r.d_b,25p.u_35r.d_b,25p.u_30r.d_b,25p.u_25r.d_b,25p.u_20r.d_b,25p.u_15r.d_b,25p.u_10r.d_b,25p.u_05r.d_b,20p.u_35r.d_b,20p.u_30r.d_b,20p.u_25r.d_b,20p.u_20r.d_b,20p.u_15r.d_b,20p.u_10r.d_b,20p.u_05r.d_b,15p.u_35r.d_b,15p.u_30r.d_b,15p.u_25r.d_b,15p.u_20r.d_b,15p.u_15r.d_b,15p.u_10r.d_b,15p.u_05r.d_b,10p.u_35r.d_b,10p.u_30r.d_b,10p.u_25r.d_b,10p.u_20r.d_b,10p.u_15r.d_b,10p.u_10r.d_b,10p.u_05r.d_b,05p.u_35r.d_b,05p.u_30r.d_b,05p.u_25r.d_b,05p.u_20r.d_b,05p.u_15r.d_b,05p.u_10r.d_b,05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,35p.u_r.nc_b,30p.u_r.nc_b,25p.u_r.nc_b,20p.u_r.nc_b,15p.u_r.nc_b,10p.u_r.nc_b,05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder
R_2yskFLYBszjlLLm,Default Response Set,Anonymous,,,184.101.27.153,0,2020-03-26 15:27,2020-03-26 15:42,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,25,1,2,1,1,1,2,1,1,99,1,2,2,1,2,2,23,22,4,5,50,50,54,50,19,21,18,19,Who actually needs help. How much a percentage of the rich is compared to the poor. ,1,2,2,3,1,6,7,2,6,7,2,1,4,3,6,6,7,6,2,38,6,1,3,3,3,2,1,43,,1,1,9
R_1eJcAhQbhpxnwK6,Default Response Set,Anonymous,,,107.77.208.65,0,2020-03-26 15:27,2020-03-26 15:42,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,,2,4,5,3,6,2,5,1,70,30,2,1,1,1,2,23,22,3,4,50,50,53,50,20,19,18,20,"If it increased wealth disparities, if it punished one group too much, or if it did not help the poor at all/only helped the rich.",1,1,1,1,1,7,7,2,7,6,3,3,2,3,6,5,6,6,2,46,1,10,2,2,5,2,1,45,,1,1,5
R_1FhWqyOu7CvUOWa,Default Response Set,Anonymous,,,35.136.104.129,0,2020-03-26 15:25,2020-03-26 15:42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,,6,4,4,4,4,4,4,1,50,50,2,2,2,2,2,27,26,4,4,52,50,53,50,20,18,21,18,"I was thinking about the lower classes being able to support themselves/family/etc. Although while also helping the upper classes be stable, while the lower class stabilizes the best it can.",1,2,2,2,2,6,6,2,6,6,3,5,5,5,5,5,5,5,1,23,1,2,3,3,3,2,1,46,,1,1,8
R_3iKXIeq9vmC6log,Default Response Set,Anonymous,,,24.211.129.47,0,2020-03-26 15:25,2020-03-26 15:42,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,6,6,6,3,4,5,6,1,75,25,2,2,1,2,2,23,22,4,4,50,50,53,50,21,22,18,19,"I was looking for policies that helped the poor without significantly helping the rich. Since the effects of the policies were presented as percentages, it's easy to see that a 20% increase for a billionaire is 200 million dollars or more while the same increase for someone making 20,000 dollars is only 4,000 dollars more. So, increasing both groups by the same percentage is not great in my opinion. I was looking more a high increase for the poor in combination with a low increase, no change, or decrease in the rich. Secondly I looked for no change in the poor but a decrease in the rich-- at least that would help offset some of the disparity.",1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,24,1,7,2,1,2,1,,48,,1,1,5
R_2uD3k957XpG7JCO,Default Response Set,Anonymous,,,184.16.128.23,0,2020-03-26 15:27,2020-03-26 15:42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,,2,6,5,2,1,3,7,1,95,5,2,2,1,2,2,23,22,4,5,50,50,53,50,20,21,19,18,I simply wanted to choose policies that might lessen the difference in wealth between the two groups. ,1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,40,1,12,2,1,2,1,,49,,1,1,4
R_3DnKXHSguKWD9Mp,Default Response Set,Anonymous,,,73.244.139.251,0,2020-03-26 15:27,2020-03-26 15:43,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,5,,6,3,5,5,7,7,4,1,65,35,2,2,2,2,2,29,27,4,5,54,51,53,52,22,19,20,21,yes,1,7,5,6,7,6,4,7,6,7,5,6,7,5,6,7,4,5,1,44,2,5,2,2,3,3,,,7,1,1,1
R_2VDZPji0ZqDzMQQ,Default Response Set,Anonymous,,,75.97.234.178,0,2020-03-26 15:26,2020-03-26 15:44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,,7,6,5,4,4,4,4,1,70,30,2,2,1,2,2,23,22,4,4,51,52,53,50,18,18,18,18,was not going to give the rich more money,1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,48,1,4,4,4,4,1,,46,,1,1,6
R_3lJr6lcdZzW2VnI,Default Response Set,Anonymous,,,172.79.31.19,0,2020-03-26 15:26,2020-03-26 15:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,5,7,7,1,1,5,3,1,80,20,2,1,1,2,1,23,22,4,5,50,50,53,50,21,20,18,18,If and how well it favored the poor mostly. I also made sure that it did not take too much from the rich. Taking money away from people just for the sake of taking it does not do anyone any good.,1,1,1,1,1,7,7,2,7,7,3,2,3,3,7,5,7,5,1,44,1,2,4,4,2,2,1,45,,1,1,8
R_2Y9dwVInQp8F2IV,Default Response Set,Anonymous,,,24.5.217.12,0,2020-03-26 15:28,2020-03-26 15:45,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,7,6,6,5,4,4,6,1,75,25,2,2,1,2,1,23,22,4,4,50,50,53,50,18,18,18,18,"First, I was looking to see that the income of the rich would be decreased. The rich don't need to get any richer.  More of their income needs to go to help the poor.  Second, I looked to see that the income of the poor was increasing.  A policy with no change for the poor wouldn't make any sense at all since those are the people that need the most assistance. ",1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,54,1,10,2,1,2,1,,49,,1,1,4
R_3EnHPwaFMSeOWxE,Default Response Set,Anonymous,,,68.42.19.97,0,2020-03-26 15:26,2020-03-26 15:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,2,7,6,1,4,4,4,1,40,60,2,2,1,2,1,24,23,4,4,50,50,54,50,18,18,19,18,"If the policy would help everyone, I vote yes. If the policy wouldn't help anyone, I vote no. If it helped the poor, I voted yes. If it didn't harm the rich, I voted yes.",1,1,1,7,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,37,1,3,1,1,1,1,,48,,1,1,8
R_27Ebr20xfe7TKd8,Default Response Set,Anonymous,,,97.115.218.173,0,2020-03-26 15:35,2020-03-26 15:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,5,3,7,1,1,5,2,1,80,20,2,2,1,2,1,23,22,5,5,50,50,54,50,21,20,18,19,"I wanted to increase the wellbeing of the poor, and I wouldn't support helping the rich when it didn't help the poor sufficiently. The rich can afford to lose a lot to help the poor.",1,1,1,1,1,7,7,2,7,7,1,2,1,2,7,7,7,7,2,28,1,1,2,2,2,1,,49,,1,1,8
R_pGlNT8tAEGtJs7D,Default Response Set,Anonymous,,,66.67.52.102,0,2020-03-26 15:25,2020-03-26 15:45,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,,6,4,5,2,3,,5,1,80,20,2,1,1,2,1,23,23,5,5,50,50,53,50,20,19,18,20,I wanted to give the poor a chance to have more wealth but didn't want the ultra rich to gain any benefits.,1,1,1,1,1,7,6,2,6,6,2,2,2,2,6,6,6,6,1,47,1,10,3,2,4,2,1,45,,1,1,4
R_1gMlqqay6pa1FLV,Default Response Set,Anonymous,,,207.188.176.78,0,2020-03-26 15:32,2020-03-26 15:45,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,2,,6,3,1,5,6,5,5,1,45,55,2,2,1,2,2,28,28,5,4,54,53,53,54,21,22,22,21,Yes,1,2,5,6,5,6,5,6,5,6,5,6,6,5,6,5,6,5,2,24,2,5,6,6,6,3,,,6,1,1,5
R_3j0z8f0LAQdOk4X,Default Response Set,Anonymous,,,65.96.237.179,0,2020-03-26 15:29,2020-03-26 15:46,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,,1,1,1,1,5,1,1,1,80,20,2,1,2,2,1,28,27,4,4,50,50,52,50,18,18,18,19,How it will directly effect me and my family.,1,2,2,2,5,3,5,2,5,5,5,3,5,5,5,5,3,3,1,29,1,6,5,3,6,2,2,,3,1,1,6
R_3L60a2m8OmUfhrt,Default Response Set,Anonymous,,,108.22.200.137,0,2020-03-26 15:28,2020-03-26 15:46,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,,6,3,7,3,1,4,2,1,100,0,2,2,1,2,2,23,22,4,4,50,50,54,50,20,20,18,18,how much more wealth the poor would get overall,1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,32,1,8,3,1,4,1,,48,,1,1,6
R_2P7NNl8EPduJvTY,Default Response Set,Anonymous,,,69.119.125.14,0,2020-03-26 15:26,2020-03-26 15:46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,5,4,4,3,3,4,4,1,50,50,2,2,1,2,1,25,24,2,2,50,50,51,50,18,18,19,19,"Whether it was too harsh a decline if the other would benefit, if only one side would benefit but the other would not lose and if both would be worse off.",1,2,3,3,2,5,6,3,6,6,2,2,2,2,6,6,6,6,1,30,1,6,4,3,4,2,1,43,,1,1,6
R_cU8ScjJ4RIdAh7b,Default Response Set,Anonymous,,,96.35.254.17,0,2020-03-26 15:38,2020-03-26 15:47,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,2,3,,2,4,1,1,5,1,1,1,70,30,2,2,1,2,1,26,25,4,4,52,51,51,52,20,20,21,19,how it would impact the country,1,4,3,4,1,3,5,2,4,4,3,5,4,5,4,3,3,6,1,29,4,3,3,2,3,2,1,46,,1,1,6
R_1rrkv9A6TnA7awJ,Default Response Set,Anonymous,,,131.93.80.51,0,2020-03-26 15:29,2020-03-26 15:47,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,,4,6,3,4,4,2,3,1,50,50,2,2,1,2,2,27,25,5,3,53,51,52,54,21,19,20,22,better,1,5,4,6,7,6,4,2,5,7,5,4,6,5,3,4,6,7,2,28,1,2,2,2,4,1,,48,,1,1,6
R_2uZEe3JxYEiEUYZ,Default Response Set,Anonymous,,,207.188.177.95,0,2020-03-26 15:26,2020-03-26 15:48,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,,4,5,6,6,5,5,7,1,50,50,2,1,2,2,2,28,27,4,4,53,53,54,54,21,22,21,20,yes,1,6,5,7,5,7,5,2,7,5,7,5,7,5,7,5,6,6,1,30,2,3,2,2,2,2,2,,6,1,1,2
R_3rNw9O0cAOnGyfB,Default Response Set,Anonymous,,,99.66.2.243,0,2020-03-26 15:30,2020-03-26 15:48,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,19,3,1,3,5,1,1,3,1,50,50,2,2,2,1,2,29,28,5,,50,50,54,50,18,18,18,18,if i like them and there party they are in ,1,2,5,5,3,5,3,2,5,5,6,6,5,5,5,3,5,3,2,39,1,8,7,7,7,3,,,7,1,1,6
R_1rpsMDhIXe4DT1C,Default Response Set,Anonymous,,,75.185.236.82,0,2020-03-26 15:25,2020-03-26 15:49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,1,7,7,1,1,3,4,1,90,10,2,2,1,2,2,23,22,5,5,50,50,54,50,22,22,22,18,"I thought about what would be best for everyone, and taking into account that a rich person is not likely to starve or suffer too much hardships if their wealth went down a little bit. ",1,1,1,1,1,7,7,2,7,7,7,7,1,1,7,7,7,7,2,45,1,1,1,1,1,1,,49,,1,1,9
R_1jcVVUNvSZNytUC,Default Response Set,Anonymous,,,73.57.206.113,0,2020-03-26 15:37,2020-03-26 15:49,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,5,,4,6,7,7,5,4,6,1,50,50,2,2,1,2,2,27,26,4,3,53,52,54,52,21,22,20,21,Yes,1,5,4,6,5,3,6,2,6,5,6,4,4,6,7,7,4,5,1,29,1,4,7,6,5,3,,,6,1,1,2
R_3OqXkGBhIY46Os2,Default Response Set,Anonymous,,,174.21.58.185,0,2020-03-26 15:27,2020-03-26 15:49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,5,,4,6,7,1,3,4,3,1,98,2,2,2,1,2,2,23,22,5,5,50,50,54,50,22,22,18,18,"That under Republican rule the rich have gotten so rich that they hold almost all of the wealth, and that trickle down economics is a complete joke. Poor people are worse off than they have ever been, and it is all due to the horrible policies backed by the dishonest, vile republicans. ",1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,57,1,1,1,1,1,1,,49,,1,1,9
R_yIsPHnBTOlGq0hz,Default Response Set,Anonymous,,,73.119.5.135,0,2020-03-26 15:33,2020-03-26 15:50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,23,1,1,1,1,1,1,1,1,100,0,2,2,1,1,1,29,28,3,4,50,50,52,50,19,18,18,20,I was thinking the Rich don't need to become richer!,1,2,4,5,5,6,7,2,4,7,6,7,6,7,5,1,5,1,2,45,1,11,7,7,7,3,,,7,1,1,4
R_2qrxuwrslr5bSIW,Default Response Set,Anonymous,,,173.91.109.51,0,2020-03-26 15:27,2020-03-26 15:50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,1,7,5,1,4,4,3,1,95,5,2,2,1,2,2,23,22,5,5,50,50,54,50,20,20,21,20,"Whether or not it would help the poorest in the country, even if the wealthy got more money. I would rather that, than the poor getting nothing.",1,2,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,35,1,1,4,4,3,1,,46,,1,1,8
